id,game,url,rating,category,release_date,platforms,genres,themes,companies,description
87499,The Missing: J.J. Macfield and the Island of Memories,https://www.igdb.com/g/1vij,7.975753185413491,Main Game,"[""Oct 11, 2018 (Worldwide [WW])"", ""Oct 11, 2018 (Worldwide [WW])"", ""Oct 11, 2018 (Worldwide [WW])"", ""Oct 11, 2018 (Worldwide [WW])""]","[""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Indie"", ""Platform"", ""Puzzle""]","[""Action"", ""Mystery""]","[""White Owls Inc."", ""Arc System Works""]",
76723,Mega Man 11,https://www.igdb.com/g/1n77,7.730972557692927,Main Game,"[""Oct 04, 2018 (Japan [JP])"", ""Oct 04, 2018 (Japan [JP])"", ""Oct 04, 2018 (Japan [JP])"", ""Oct 02, 2018 (Worldwide [WW])"", ""Oct 02, 2018 (Worldwide [WW])"", ""Oct 02, 2018 (Worldwide [WW])"", ""Oct 02, 2018 (Worldwide [WW])"", ""Oct 04, 2018 (Japan [JP])""]","[""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Platform"", ""Shooter""]","[""Action"", ""Science fiction""]","[""Capcom"", ""Capcom Development Division 2""]",
36911,Dragon Ball FighterZ,https://www.igdb.com/g/shb,8.356044559928106,Main Game,"[""Jan 26, 2018 (Europe [EU])"", ""Jan 26, 2018 (Europe [EU])"", ""Sep 28, 2018 (North America [NA])"", ""Jan 26, 2018 (North America [NA])"", ""Sep 27, 2018 (Japan [JP])"", ""Jan 26, 2018 (Europe [EU])"", ""Feb 01, 2018 (Japan [JP])"", ""Jan 26, 2018 (North America [NA])"", ""Sep 28, 2018 (Europe [EU])"", ""Feb 01, 2018 (Japan [JP])"", ""Feb 29, 2024 (Worldwide [WW])"", ""Feb 29, 2024 (Worldwide [WW])"", ""Feb 29, 2024 (North America [NA])"", ""Jan 26, 2018 (North America [NA])"", ""Feb 01, 2018 (Japan [JP])""]","[""PlayStation 5"", ""Xbox Series X|S"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Fighting""]","[""Action"", ""Fantasy"", ""Science fiction""]","[""Bandai Namco Entertainment"", ""Arc System Works""]",
26765,Octopath Traveler,https://www.igdb.com/g/knh,7.994062137672295,Main Game,"[""Oct 01, 2026 (Worldwide [WW])"", ""Mar 25, 2021 (North America [NA])"", ""Jul 13, 2018 (Worldwide [WW])"", ""Jun 05, 2024 (Worldwide [WW])"", ""Jun 05, 2024 (Worldwide [WW])"", ""Jun 07, 2019 (Worldwide [WW])"", ""Apr 28, 2020 (Worldwide [WW])"", ""Mar 24, 2021 (Worldwide [WW])""]","[""PlayStation 5"", ""Nintendo Switch 2"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Google Stadia"", ""Xbox One""]","[""Adventure"", ""Role-playing (RPG)""]","[""Fantasy""]","[""Nintendo"", ""Square Enix Business Division 11"", ""Square Enix Business Division 6"", ""ACQUIRE Corp."", ""Team Asano"", ""Square Enix"", ""Square Enix Business Division 9""]",
102321,LEGO DC Super'-Villains,https://www.igdb.com/g/26y9,7.632140385957432,Main Game,"[""Oct 16, 2018 (Worldwide [WW])"", ""Oct 16, 2018 (Worldwide [WW])"", ""Jul 30, 2019 (Worldwide [WW])"", ""Oct 16, 2018 (Worldwide [WW])"", ""Oct 16, 2018 (Worldwide [WW])""]","[""Mac"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Hack and slash/Beat 'em up"", ""Puzzle""]","[""Action"", ""Comedy"", ""Open world""]","[""WB Games"", ""Traveller's Tales""]",
14748,Ni no Kuni II: Revenant Kingdom,https://www.igdb.com/g/bdo,7.628732933153381,Main Game,"[""Mar 23, 2018 (Worldwide [WW])"", ""Mar 21, 2023 (Worldwide [WW])"", ""Mar 23, 2018 (Worldwide [WW])"", ""Sep 17, 2021 (Worldwide [WW])""]","[""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One""]","[""Adventure"", ""Role-playing (RPG)""]","[""Action"", ""Fantasy""]","[""Bandai Namco Entertainment"", ""LEVEL-5""]",
54996,Jurassic World Evolution,https://www.igdb.com/g/16fo,6.850739664171062,Main Game,"[""Jun 12, 2018 (Worldwide [WW])"", ""Jun 11, 2018 (Worldwide [WW])"", ""Jun 12, 2018 (Worldwide [WW])""]","[""PC (Microsoft Windows)"", ""PlayStation 4"", ""Xbox One""]","[""Simulator"", ""Strategy""]","[""Action"", ""Science fiction""]","[""Universal Pictures"", ""Frontier Developments""]",
19474,Gwent: The Witcher Card Game,https://www.igdb.com/g/f0y,7.7794816809835945,Main Game,"[""Mar 24, 2020 (Worldwide [WW])"", ""Oct 29, 2019 (Worldwide [WW])"", ""Oct 23, 2018 (Worldwide [WW])"", ""Dec 04, 2018 (Worldwide [WW])"", ""Dec 04, 2018 (Worldwide [WW])""]","[""PC (Microsoft Windows)"", ""Android"", ""PlayStation 4"", ""Xbox One"", ""iOS""]","[""Card & Board Game"", ""Role-playing (RPG)"", ""Strategy""]","[""Fantasy""]","[""CD Projekt RED""]",
82117,Two Point Hospital,https://www.igdb.com/g/1rd1,7.575213995956545,Main Game,"[""Aug 29, 2018 (Worldwide [WW])"", ""Aug 29, 2018 (Worldwide [WW])"", ""Feb 25, 2020 (Worldwide [WW])"", ""Aug 29, 2018 (Worldwide [WW])"", ""Feb 25, 2020 (Worldwide [WW])"", ""Feb 25, 2020 (Worldwide [WW])"", ""Apr 28, 2021 (Worldwide [WW])"", ""TBD (Worldwide [WW])"", ""TBD (Worldwide [WW])"", ""TBD (Worldwide [WW])""]","[""Mac"", ""PlayStation 5"", ""Xbox Series X|S"", ""Nintendo Switch 2"", ""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Xbox One"", ""Linux""]","[""Indie"", ""Simulator"", ""Strategy""]","[""Business"", ""Comedy""]","[""Two Point Studios"", ""Sega""]",
51448,BlazBlue: Cross Tag Battle,https://www.igdb.com/g/13p4,8.254284889884056,Main Game,"[""Apr 25, 2019 (Japan [JP])"", ""Jun 22, 2018 (Europe [EU])"", ""May 31, 2018 (Asia [AS])"", ""Jun 05, 2018 (North America [NA])"", ""Nov 20, 2019 (Worldwide [WW])"", ""Jun 05, 2018 (North America [NA])"", ""May 31, 2018 (Asia [AS])"", ""May 31, 2018 (Japan [JP])"", ""Jun 22, 2018 (Europe [EU])"", ""Jun 06, 2018 (Japan [JP])"", ""Jun 06, 2018 (Asia [AS])"", ""May 31, 2018 (Japan [JP])""]","[""PC (Microsoft Windows)"", ""Nintendo Switch"", ""PlayStation 4"", ""Arcade""]","[""Adventure"", ""Arcade"", ""Fighting""]","[""Action"", ""Fantasy""]","[""Arc System Works"", ""PQube"", ""Arc System Works America""]",
